stem,pos,description
pedagoglik,ADJ,Adjective {Sifat}
pedagoglik,NOUN,Noun {Ot}
pedakademiya,NOUN,Noun {Ot}
pedal,NOUN,Noun {Ot}
pedalli,NOUN,Noun {Ot}
pedalsiz,NOUN,Noun {Ot}
pedant,NOUN,Noun {Ot}
pedantizm,NOUN,Noun {Ot}
pedantlik,ADJ,Adjective {Sifat}
pedantlik,NOUN,Noun {Ot}
pediatr,NOUN,Noun {Ot}
pediatriya,NOUN,Noun {Ot}
pediatrlik,NOUN,Noun {Ot}
pedikulyoz,NOUN,Noun {Ot}
pedikyur,NOUN,Noun {Ot}
pedinstitut,NOUN,Noun {Ot}
pedipalpalar,NOUN,Noun {Ot}
pedofiliya,NOUN,Noun {Ot}
pedogenez,NOUN,Noun {Ot}
pedogogiya,NOUN,Noun {Ot}
pedolog,NOUN,Noun {Ot}
pedologiya,NOUN,Noun {Ot}
pedometr,NOUN,Noun {Ot}
pedomorfoz,NOUN,Noun {Ot}
pedotsentrizm,NOUN,Noun {Ot}
pedro,NOUN,Noun {Ot}
pedtexnikum,NOUN,Noun {Ot}
pegmatit,NOUN,Noun {Ot}
pegmatitlar,NOUN,Noun {Ot}
pekan,NOUN,Noun {Ot}
pekarsimonlar,NOUN,Noun {Ot}
pekinlik,NOUN,Noun {Ot}
pektussin,NOUN,Noun {Ot}
pelagial,NOUN,Noun {Ot}
pelagonim,NOUN,Noun {Ot}
pelargoniya,NOUN,Noun {Ot}
peleng,NOUN,Noun {Ot}
pelengator,NOUN,Noun {Ot}
pelengatsiya,NOUN,Noun {Ot}
pelikan,NOUN,Noun {Ot}
pelitlar,NOUN,Noun {Ot}
pellagra,NOUN,Noun {Ot}
pellikula,NOUN,Noun {Ot}
peloterapiya,NOUN,Noun {Ot}
pemfigus,NOUN,Noun {Ot}
pemza,NOUN,Noun {Ot}
pena,NOUN,Noun {Ot}
penal,NOUN,Noun {Ot}
penalti,NOUN,Noun {Ot}
peneplen,NOUN,Noun {Ot}
penetrantlik,NOUN,Noun {Ot}
penitsill,NOUN,Noun {Ot}
penitsillin,NOUN,Noun {Ot}
penitsillioz,NOUN,Noun {Ot}
penitstsilin,ADV,Adverb {Ravish}
pennin,NOUN,Noun {Ot}
penobeton,NOUN,Noun {Ot}
penoplastlar,NOUN,Noun {Ot}
penpsi-kola,NOUN,Noun {Ot}
pensioner,NOUN,Noun {Ot}
pensionerlik,NOUN,Noun {Ot}
pensiya,NOUN,Noun {Ot}
pensiyachi,NOUN,Noun {Ot}
pensiyaxo‘r,NOUN,Noun {Ot}
pensne,NOUN,Noun {Ot}
pentaedr,NOUN,Noun {Ot}
pentaftallar,NOUN,Noun {Ot}
pentagon,NOUN,Noun {Ot}
pentagon,PRN,Pronoun {Olmosh}
pentagramma,NOUN,Noun {Ot}
pentametr,NOUN,Noun {Ot}
pentamin,NOUN,Noun {Ot}
pentanlar,NOUN,Noun {Ot}
pentatonika,NOUN,Noun {Ot}
pentaxord,NOUN,Noun {Ot}
pentazotsin,NOUN,Noun {Ot}
pentlandit,NOUN,Noun {Ot}
pentod,NOUN,Noun {Ot}
pentozalar,NOUN,Noun {Ot}
penya,NOUN,Noun {Ot}
penyyuar,NOUN,Noun {Ot}
penzalik,NOUN,Noun {Ot}
peonaj,NOUN,Noun {Ot}
pepsi-kola,NOUN,Noun {Ot}
pepsin,NOUN,Noun {Ot}
peptidazalar,NOUN,Noun {Ot}
peptidlar,NOUN,Noun {Ot}
peptizatsiya,NOUN,Noun {Ot}
peptizatsiyalamoq,NOUN,Noun {Ot}
peptizatsiyalovchi,NOUN,Noun {Ot}
peptonlar,NOUN,Noun {Ot}
pereklyuchatel,NOUN,Noun {Ot}
peresadka,NOUN,Noun {Ot}
perevod,NOUN,Noun {Ot}
perfekt,NOUN,Noun {Ot}
perfokarta,NOUN,Noun {Ot}
perfolenta,NOUN,Noun {Ot}
perforatsion,NOUN,Noun {Ot}
perforatsiya,NOUN,Noun {Ot}
perfuziya,NOUN,Noun {Ot}
perga,NOUN,Noun {Ot}
pergament,NOUN,Noun {Ot}
pergamin,NOUN,Noun {Ot}
pergidrol,NOUN,Noun {Ot}
pergola,NOUN,Noun {Ot}
peri-,NOUN,Noun {Ot}
periartrit,NOUN,Noun {Ot}
periastr,NOUN,Noun {Ot}
periderma,NOUN,Noun {Ot}
peridotit,NOUN,Noun {Ot}
periferik,NOUN,Noun {Ot}
periferiya,NOUN,Noun {Ot}
perifitonlar,NOUN,Noun {Ot}
perifraza,NOUN,Noun {Ot}
perigeliy,NOUN,Noun {Ot}
perigey,NOUN,Noun {Ot}
perikard,NOUN,Noun {Ot}
perikardit,NOUN,Noun {Ot}
perikarpiy,NOUN,Noun {Ot}
perilla,NOUN,Noun {Ot}
perimetr,NOUN,Noun {Ot}
perimetrik,NOUN,Noun {Ot}
perimetrit,NOUN,Noun {Ot}
perimetriy,NOUN,Noun {Ot}
perinatal,NOUN,Noun {Ot}
perinevrit,NOUN,Noun {Ot}
periodontit,NOUN,Noun {Ot}
periodontoliz,NOUN,Noun {Ot}
periodontoz,NOUN,Noun {Ot}
periost,NOUN,Noun {Ot}
periostit,NOUN,Noun {Ot}
periostoz,NOUN,Noun {Ot}
peripatetiklar,NOUN,Noun {Ot}
periproktit,NOUN,Noun {Ot}
peripter,NOUN,Noun {Ot}
periseleniy,NOUN,Noun {Ot}
periskop,NOUN,Noun {Ot}
peristaltika,NOUN,Noun {Ot}
peritonit,NOUN,Noun {Ot}
peritsikl,NOUN,Noun {Ot}
perko,NOUN,Noun {Ot}
perkussiya,NOUN,Noun {Ot}
perkussor,NOUN,Noun {Ot}
perlit,NOUN,Noun {Ot}
perlon,NOUN,Noun {Ot}
perlovka,NOUN,Noun {Ot}
permalloy,NOUN,Noun {Ot}
permanent,NOUN,Noun {Ot}
permanganat,NOUN,Noun {Ot}
perminvar,NOUN,Noun {Ot}
permit,NOUN,Noun {Ot}
pero,NOUN,Noun {Ot}
peroksid,NOUN,Noun {Ot}
peroksidlar,NOUN,Noun {Ot}
peroli,NOUN,Noun {Ot}
peronosporali,NOUN,Noun {Ot}
peronosporoz,NOUN,Noun {Ot}
perosiz,NOUN,Noun {Ot}
perovskit,NOUN,Noun {Ot}
perpendikulyar,NOUN,Noun {Ot}
perpendikulyarlik,NOUN,Noun {Ot}
perpetuum-mobile,NOUN,Noun {Ot}
perron,NOUN,Noun {Ot}
perron,PRN,Pronoun {Olmosh}
perseidlar,NOUN,Noun {Ot}
persepsiya,NOUN,Noun {Ot}
perseveratsiya,NOUN,Noun {Ot}
persistor,NOUN,Noun {Ot}
persona,ADV,Adverb {Ravish}
persona,NOUN,Noun {Ot}
personaj,NOUN,Noun {Ot}
personal,NOUN,Noun {Ot}
personaliya,NOUN,Noun {Ot}
personalizm,NOUN,Noun {Ot}
personallashtir,VERB,Verb {Fe'l}
personallashtiril,VERB,Verb {Fe'l}
perspektiv,NOUN,Noun {Ot}
perspektiva,NOUN,Noun {Ot}
perspektivali,ADJ,Adjective {Sifat}
perspektivali,NOUN,Noun {Ot}
perspektivasiz,ADJ,Adjective {Sifat}
perspektivasiz,ADV,Adverb {Ravish}
perspektivasiz,NOUN,Noun {Ot}
perturbatsion,NOUN,Noun {Ot}
perturbatsiya,NOUN,Noun {Ot}
perulik,NOUN,Noun {Ot}
peruliklar,NOUN,Noun {Ot}
perxloratlar,NOUN,Noun {Ot}
pes,NOUN,Noun {Ot}
pesa,NOUN,Noun {Ot}
peseta,NOUN,Noun {Ot}
pesh,NOUN,Noun {Ot}
pesh-pesh,NOUN,Noun {Ot}
pesha,NOUN,Noun {Ot}
peshana,NOUN,Noun {Ot}
peshanabog',NOUN,Noun {Ot}
peshavez,NOUN,Noun {Ot}
peshayvon,NOUN,Noun {Ot}
peshayvon,PRN,Pronoun {Olmosh}
peshayvonli,ADJ,Adjective {Sifat}
peshayvonli,NOUN,Noun {Ot}
peshband,NOUN,Noun {Ot}
peshburun,NOUN,Noun {Ot}
peshdahan,NOUN,Noun {Ot}
peshdodiy,NOUN,Noun {Ot}
peshdodiylar,NOUN,Noun {Ot}
peshdoman,NOUN,Noun {Ot}
peshdor,NOUN,Noun {Ot}
peshdor,PRN,Pronoun {Olmosh}
peshdo‘kon,NOUN,Noun {Ot}
peshgir,ADJ,Adjective {Sifat}
peshgir,NOUN,Noun {Ot}
peshgirlik,NOUN,Noun {Ot}
peshin,ADV,Adverb {Ravish}
peshin,NOUN,Noun {Ot}
peshinda,NOUN,Noun {Ot}
peshindagi,NOUN,Noun {Ot}
peshingi,NOUN,Noun {Ot}
peshinlik,ADJ,Adjective {Sifat}
peshinlik,NOUN,Noun {Ot}
peshjoy,NOUN,Noun {Ot}
peshkash,NOUN,Noun {Ot}
peshkashla,VERB,Verb {Fe'l}
peshkulik,NOUN,Noun {Ot}
peshkurta,NOUN,Noun {Ot}
peshla,VERB,Verb {Fe'l}
peshlamoq,ADJ,Adjective {Sifat}
peshlamoq,NOUN,Noun {Ot}
peshlamoq,PRN,Pronoun {Olmosh}
peshlashmoq,NOUN,Noun {Ot}
peshlat,VERB,Verb {Fe'l}
peshlatil,VERB,Verb {Fe'l}
peshlatish,NOUN,Noun {Ot}
peshlavha,NOUN,Noun {Ot}
peshlov,NOUN,Noun {Ot}
peshlovchi,NOUN,Noun {Ot}
peshma-pesh,NOUN,Noun {Ot}
peshmat,NOUN,Noun {Ot}
peshnop,NOUN,Noun {Ot}
peshob,NOUN,Noun {Ot}
peshona,ADV,Adverb {Ravish}
peshona,NOUN,Noun {Ot}
peshona-chakka,NOUN,Noun {Ot}
peshonaband,NOUN,Noun {Ot}
peshonabog',NOUN,Noun {Ot}
peshonabog‘,NOUN,Noun {Ot}
peshonada,NOUN,Noun {Ot}
peshonadan,NOUN,Noun {Ot}
peshonakal,NOUN,Noun {Ot}
peshovarlik,NOUN,Noun {Ot}
peshovurlik,NOUN,Noun {Ot}
peshoyna,NOUN,Noun {Ot}
peshqadam,NOUN,Noun {Ot}
peshqadamlik,ADJ,Adjective {Sifat}
peshqadamlik,NOUN,Noun {Ot}
peshrav,NOUN,Noun {Ot}
peshsoz,NOUN,Noun {Ot}
peshtaham,NOUN,Noun {Ot}
peshtalqin,NOUN,Noun {Ot}
peshtang,NOUN,Noun {Ot}
peshtanglik,NOUN,Noun {Ot}
peshtaxta,NOUN,Noun {Ot}
peshtoq,ADJ,Adjective {Sifat}
peshtoq,NOUN,Noun {Ot}
peshtoq,PRN,Pronoun {Olmosh}
peshtoqli,NOUN,Noun {Ot}
peshtoqsiz,NOUN,Noun {Ot}
peshvar,NOUN,Noun {Ot}
peshvo,NOUN,Noun {Ot}
peshvolik,NOUN,Noun {Ot}
peshvoz,NOUN,Noun {Ot}
peshvozlik,ADJ,Adjective {Sifat}
peshvozlik,NOUN,Noun {Ot}
peslik,ADJ,Adjective {Sifat}
peslik,NOUN,Noun {Ot}
peso,NOUN,Noun {Ot}
pessimist,NOUN,Noun {Ot}
pessimistik,ADJ,Adjective {Sifat}
pessimistik,NOUN,Noun {Ot}
pessimistlash,VERB,Verb {Fe'l}
pessimistlik,ADJ,Adjective {Sifat}
pessimistlik,NOUN,Noun {Ot}
pessimizm,NOUN,Noun {Ot}
pestitsid,NOUN,Noun {Ot}
pestitsidlar,NOUN,Noun {Ot}
peterburg,NOUN,Noun {Ot}
peterburglik,NOUN,Noun {Ot}
petexiya,NOUN,Noun {Ot}
petit,NOUN,Noun {Ot}
petitsiya,NOUN,Noun {Ot}
petlitsa,NOUN,Noun {Ot}
petlyura,NOUN,Noun {Ot}
petlyurachi,NOUN,Noun {Ot}
petlyurachilik,NOUN,Noun {Ot}
petrofizika,NOUN,Noun {Ot}
petroglif,NOUN,Noun {Ot}
petrogliflar,NOUN,Noun {Ot}
petrograf,NOUN,Noun {Ot}
petrografik,ADJ,Adjective {Sifat}
petrografik,NOUN,Noun {Ot}
petrografiya,NOUN,Noun {Ot}
petrokimyo,NOUN,Noun {Ot}
petroleum,NOUN,Noun {Ot}
petrolit,NOUN,Noun {Ot}
petrologiya,NOUN,Noun {Ot}
petrosyan,NOUN,Noun {Ot}
petrotektonika,NOUN,Noun {Ot}
petrushka,NOUN,Noun {Ot}
petuniya,NOUN,Noun {Ot}
peyjer,NOUN,Noun {Ot}
peyjing,NOUN,Noun {Ot}
peyzaj,NOUN,Noun {Ot}
peyzajchi,NOUN,Noun {Ot}
pi,NOUN,Noun {Ot}
pianino,NOUN,Noun {Ot}
pianinochi,NOUN,Noun {Ot}
pianist,NOUN,Noun {Ot}
pianistka,NOUN,Noun {Ot}
pianizm,NOUN,Noun {Ot}
piano,NOUN,Noun {Ot}
pianola,NOUN,Noun {Ot}
piastr,NOUN,Noun {Ot}
pich,VERB,Verb {Fe'l}
picha,ADV,Adverb {Ravish}
picha,NOUN,Noun {Ot}
picha-picha,NOUN,Noun {Ot}
pichadan,NOUN,Noun {Ot}
pichagina,NOUN,Noun {Ot}
pichak,NOUN,Noun {Ot}
pichan,ADJ,Adjective {Sifat}
pichan,ADV,Adverb {Ravish}
pichan,NOUN,Noun {Ot}
pichanbop,NOUN,Noun {Ot}
pichanbozor,NOUN,Noun {Ot}
pichanchi,NOUN,Noun {Ot}
pichanfurush,NOUN,Noun {Ot}
pichanfurushlik,NOUN,Noun {Ot}
pichanxona,ADV,Adverb {Ravish}
pichanxona,NOUN,Noun {Ot}
pichanzor,NOUN,Noun {Ot}
pichanzor,PRN,Pronoun {Olmosh}
pichanzorlik,NOUN,Noun {Ot}
piching,NOUN,Noun {Ot}
pichingchi,NOUN,Noun {Ot}
pichingchilik,NOUN,Noun {Ot}
pichingomuz,NOUN,Noun {Ot}
pichir,NOUN,Noun {Ot}
pichir,VERB,Verb {Fe'l}
pichir-pichir,NOUN,Noun {Ot}
pichirish,NOUN,Noun {Ot}
pichirish,VERB,Verb {Fe'l}
pichirla,VERB,Verb {Fe'l}
pichirlamoq,ADJ,Adjective {Sifat}
pichirlamoq,NOUN,Noun {Ot}
pichirlamoq,PRN,Pronoun {Olmosh}
pichirlash,NOUN,Noun {Ot}
pichirlash,VERB,Verb {Fe'l}
pichirlashmoq,ADJ,Adjective {Sifat}
pichirlashmoq,NOUN,Noun {Ot}
pichirlashmoq,PRN,Pronoun {Olmosh}
pichirlat,VERB,Verb {Fe'l}
pichma,NOUN,Noun {Ot}
pichmoq,ADJ,Adjective {Sifat}
pichmoq,NOUN,Noun {Ot}
pichmoq,PRN,Pronoun {Olmosh}
pichoq,ADJ,Adjective {Sifat}
pichoq,NOUN,Noun {Ot}
pichoq,PRN,Pronoun {Olmosh}
pichoqbozlik,ADJ,Adjective {Sifat}
pichoqbozlik,NOUN,Noun {Ot}
pichoqcha,NOUN,Noun {Ot}
pichoqchi,NOUN,Noun {Ot}
pichoqchilik,ADJ,Adjective {Sifat}
pichoqchilik,NOUN,Noun {Ot}
pichoqla,VERB,Verb {Fe'l}
pichoqlamoq,ADJ,Adjective {Sifat}
pichoqlamoq,NOUN,Noun {Ot}
pichoqlamoq,PRN,Pronoun {Olmosh}
pichoqlan,VERB,Verb {Fe'l}
pichoqlanish,NOUN,Noun {Ot}
pichoqlash,NOUN,Noun {Ot}
pichoqlash,VERB,Verb {Fe'l}
pichoqlashuv,NOUN,Noun {Ot}
pichoqli,NOUN,Noun {Ot}
pichoqlov,NOUN,Noun {Ot}
pichoqqin,NOUN,Noun {Ot}
pichoqsoz,NOUN,Noun {Ot}
pichoqsozlik,NOUN,Noun {Ot}
pichrat,VERB,Verb {Fe'l}
pichratish,NOUN,Noun {Ot}
pichratuv,NOUN,Noun {Ot}
pichroq,NOUN,Noun {Ot}
pichroqlan,VERB,Verb {Fe'l}
pichroqlik,NOUN,Noun {Ot}
pidina,NOUN,Noun {Ot}
pidjak,ADJ,Adjective {Sifat}
pidjak,NOUN,Noun {Ot}
pielit,NOUN,Noun {Ot}
pielonefrit,NOUN,Noun {Ot}
pifagoreizm,NOUN,Noun {Ot}
pigment,NOUN,Noun {Ot}
pigmentatsiya,NOUN,Noun {Ot}
pigmentlanish,NOUN,Noun {Ot}
pigmentlar,NOUN,Noun {Ot}
pigmentlash,NOUN,Noun {Ot}
pigmentli,NOUN,Noun {Ot}
pigmeylar,NOUN,Noun {Ot}
pijama,NOUN,Noun {Ot}
pikap,NOUN,Noun {Ot}
piket,NOUN,Noun {Ot}
pikirovka,NOUN,Noun {Ot}
piknolepsiya,NOUN,Noun {Ot}
piknometr,NOUN,Noun {Ot}
pikratlar,NOUN,Noun {Ot}
piktograf,NOUN,Noun {Ot}
piktografik,NOUN,Noun {Ot}
piktografiya,NOUN,Noun {Ot}
piktogramma,NOUN,Noun {Ot}
pil-pil,NOUN,Noun {Ot}
pilakcha,NOUN,Noun {Ot}
pilakchali,NOUN,Noun {Ot}
pilakchasimon,NOUN,Noun {Ot}
pilch-pilch,NOUN,Noun {Ot}
pilchilla,VERB,Verb {Fe'l}
pilchillamoq,ADJ,Adjective {Sifat}
pilchillamoq,NOUN,Noun {Ot}
pilchillamoq,PRN,Pronoun {Olmosh}
pilchillat,VERB,Verb {Fe'l}
pildir,NOUN,Noun {Ot}
pildir-pildir,NOUN,Noun {Ot}
pildir-pis,NOUN,Noun {Ot}
pildira,VERB,Verb {Fe'l}
pildiramaslik,NOUN,Noun {Ot}
pildiramoq,ADJ,Adjective {Sifat}
pildiramoq,NOUN,Noun {Ot}
pildiramoq,PRN,Pronoun {Olmosh}
pildirash,NOUN,Noun {Ot}
pildirash,VERB,Verb {Fe'l}
pildirat,VERB,Verb {Fe'l}
pildiratish,NOUN,Noun {Ot}
pildiratuv,NOUN,Noun {Ot}
pildiroq,ADJ,Adjective {Sifat}
pildiroq,NOUN,Noun {Ot}
pildiroq,PRN,Pronoun {Olmosh}
pildiroqcha,NOUN,Noun {Ot}
pildiroqchi,NOUN,Noun {Ot}
pildiroqchilik,NOUN,Noun {Ot}
pildirov,NOUN,Noun {Ot}
pildirpis,NOUN,Noun {Ot}
pilesos,NOUN,Noun {Ot}
pilik,ADJ,Adjective {Sifat}
pilik,NOUN,Noun {Ot}
pilikchi,NOUN,Noun {Ot}
pilikday,ADV,Adverb {Ravish}
pilikday,NOUN,Noun {Ot}
pilikdek,ADJ,Adjective {Sifat}
pilikdek,ADV,Adverb {Ravish}
pilikdek,NOUN,Noun {Ot}
piliklamoq,NOUN,Noun {Ot}
piliklanmoq,NOUN,Noun {Ot}
pilikli,ADJ,Adjective {Sifat}
pilikli,NOUN,Noun {Ot}
pilikpoya,NOUN,Noun {Ot}
piliksiz,NOUN,Noun {Ot}
pilla,NOUN,Noun {Ot}
pillachi,NOUN,Noun {Ot}
pillachilik,ADJ,Adjective {Sifat}
pillachilik,NOUN,Noun {Ot}
pillakash,NOUN,Noun {Ot}
pillakashlik,ADJ,Adjective {Sifat}
pillakashlik,NOUN,Noun {Ot}
pillakor,NOUN,Noun {Ot}
pillakor,PRN,Pronoun {Olmosh}
pillakorlik,ADJ,Adjective {Sifat}
pillakorlik,NOUN,Noun {Ot}
pillao‘rovchilar,NOUN,Noun {Ot}
pillapaz,NOUN,Noun {Ot}
pillapocha,ADV,Adverb {Ravish}
pillapocha,NOUN,Noun {Ot}
pillapoya,NOUN,Noun {Ot}
pillaqaynar,NOUN,Noun {Ot}
pillaxona,ADV,Adverb {Ravish}
pillaxona,NOUN,Noun {Ot}
pilokarpin,NOUN,Noun {Ot}
pilokarpus,NOUN,Noun {Ot}
pilorama,NOUN,Noun {Ot}
piloroskopiya,NOUN,Noun {Ot}
pilorospazm,NOUN,Noun {Ot}
pilorostenoz,NOUN,Noun {Ot}
pilot,NOUN,Noun {Ot}
pilotaj,NOUN,Noun {Ot}
pilotka,NOUN,Noun {Ot}
pilotkali,NOUN,Noun {Ot}
pilp,NOUN,Noun {Ot}
pilp-pilp,NOUN,Noun {Ot}
pilpilla,VERB,Verb {Fe'l}
pilpillamoq,ADJ,Adjective {Sifat}
pilpillamoq,NOUN,Noun {Ot}
pilpillamoq,PRN,Pronoun {Olmosh}
pilpillat,VERB,Verb {Fe'l}
pilpillatish,NOUN,Noun {Ot}
pilpillov,NOUN,Noun {Ot}
pilpoya,NOUN,Noun {Ot}
pilta,NOUN,Noun {Ot}
pilta-pilik,NOUN,Noun {Ot}
piltachi,NOUN,Noun {Ot}
piltachilik,NOUN,Noun {Ot}
piltachiroq,ADJ,Adjective {Sifat}
piltachiroq,NOUN,Noun {Ot}
piltachiroq,PRN,Pronoun {Olmosh}
piltado‘z,NOUN,Noun {Ot}
piltado‘zi,NOUN,Noun {Ot}
piltakach,NOUN,Noun {Ot}
piltakachday,NOUN,Noun {Ot}
piltakachla,VERB,Verb {Fe'l}
piltala,VERB,Verb {Fe'l}
piltali,ADJ,Adjective {Sifat}
piltali,NOUN,Noun {Ot}
piltalik,NOUN,Noun {Ot}
piltalov,NOUN,Noun {Ot}
piltamashina,NOUN,Noun {Ot}
piltamiltiq,NOUN,Noun {Ot}
piltasiz,NOUN,Noun {Ot}
piltillamoq,NOUN,Noun {Ot}
pilyastra,NOUN,Noun {Ot}
pinak,ADJ,Adjective {Sifat}
pinak,NOUN,Noun {Ot}
pindik,NOUN,Noun {Ot}
pindikla,VERB,Verb {Fe'l}
pindiklov,NOUN,Noun {Ot}
ping'illaomq,ADJ,Adjective {Sifat}
ping'illaomq,NOUN,Noun {Ot}
ping'illatmoq,ADJ,Adjective {Sifat}
ping'illatmoq,NOUN,Noun {Ot}
ping'illatmoq,PRN,Pronoun {Olmosh}
ping'illat,VERB,Verb {Fe'l}
ping-pong,NOUN,Noun {Ot}
pingvin,ADV,Adverb {Ravish}
pingvin,NOUN,Noun {Ot}
pingvinlar,NOUN,Noun {Ot}
ping‘illa,VERB,Verb {Fe'l}
ping‘illatmoq,NOUN,Noun {Ot}
ping‘irla,VERB,Verb {Fe'l}
pinhon,NOUN,Noun {Ot}
pinhon,PRN,Pronoun {Olmosh}
pinhona,ADV,Adverb {Ravish}
pinhona,NOUN,Noun {Ot}
pinhoniy,ADJ,Adjective {Sifat}
pinhoniy,NOUN,Noun {Ot}
pinhonlik,NOUN,Noun {Ot}
piniya,NOUN,Noun {Ot}
pinj,NOUN,Noun {Ot}
pinotsitoz,NOUN,Noun {Ot}
pinqi,NOUN,Noun {Ot}
pinqilik,NOUN,Noun {Ot}
pinqillamoq,NOUN,Noun {Ot}
pinqillash,NOUN,Noun {Ot}
pinqillat,VERB,Verb {Fe'l}
pinqillatish,NOUN,Noun {Ot}
pinqilloq,NOUN,Noun {Ot}
pinqilloqlik,NOUN,Noun {Ot}
pinqillov,NOUN,Noun {Ot}
pinset,NOUN,Noun {Ot}
pinta,NOUN,Noun {Ot}
pintset,NOUN,Noun {Ot}
piodermatit,NOUN,Noun {Ot}
piodermatoz,NOUN,Noun {Ot}
piodermiya,NOUN,Noun {Ot}
pion,NOUN,Noun {Ot}
pionefrit,NOUN,Noun {Ot}
pionefroz,NOUN,Noun {Ot}
pioner,NOUN,Noun {Ot}
pionerka,NOUN,Noun {Ot}
pionerkalik,NOUN,Noun {Ot}
pionerlik,NOUN,Noun {Ot}
pionervojatiy,NOUN,Noun {Ot}
pionervojatiylik,NOUN,Noun {Ot}
pioreya,NOUN,Noun {Ot}
piperazin,NOUN,Noun {Ot}
piperidin,NOUN,Noun {Ot}
piperin,NOUN,Noun {Ot}
pipetka,NOUN,Noun {Ot}
pipillash,NOUN,Noun {Ot}
piq,ADJ,Adjective {Sifat}
piq,NOUN,Noun {Ot}
piq-piq,ADJ,Adjective {Sifat}
piq-piq,IMIT,Imitation {Taqlid}
piq-piq,NOUN,Noun {Ot}
piqilla,VERB,Verb {Fe'l}
piqillamoq,ADJ,Adjective {Sifat}
piqillamoq,NOUN,Noun {Ot}
piqillamoq,PRN,Pronoun {Olmosh}
piqillash,NOUN,Noun {Ot}
piqillashlik,NOUN,Noun {Ot}
piqillov,NOUN,Noun {Ot}
piqir,ADJ,Adjective {Sifat}
piqir,NOUN,Noun {Ot}
piqir-piqir,ADJ,Adjective {Sifat}
piqir-piqir,NOUN,Noun {Ot}
piqirla,VERB,Verb {Fe'l}
piqirlamoq,ADJ,Adjective {Sifat}
piqirlamoq,NOUN,Noun {Ot}
piqirlamoq,PRN,Pronoun {Olmosh}
piqirlash,NOUN,Noun {Ot}
piqirlash,VERB,Verb {Fe'l}
piqirlat,VERB,Verb {Fe'l}
piqirlov,NOUN,Noun {Ot}
pir,NOUN,Noun {Ot}
pir-pir,IMIT,Imitation {Taqlid}
pir-pir,NOUN,Noun {Ot}
pirafen,NOUN,Noun {Ot}
piramida,NOUN,Noun {Ot}
piramidasimon,NOUN,Noun {Ot}
piramidon,NOUN,Noun {Ot}
piramon,ADJ,Adjective {Sifat}
piramon,NOUN,Noun {Ot}
piramon,PRN,Pronoun {Olmosh}
piranograf,NOUN,Noun {Ot}
piranometr,NOUN,Noun {Ot}
pirargirit,NOUN,Noun {Ot}
pirazidol,NOUN,Noun {Ot}
pirazin,NOUN,Noun {Ot}
pirazol,NOUN,Noun {Ot}
pirdosh,NOUN,Noun {Ot}
pirenoid,NOUN,Noun {Ot}
pirenol,NOUN,Noun {Ot}
pirenomitsetlar,NOUN,Noun {Ot}
piretroidlar,NOUN,Noun {Ot}
piretrum,NOUN,Noun {Ot}
pirgeliometr,NOUN,Noun {Ot}
pirgeometr,NOUN,Noun {Ot}
piridin,NOUN,Noun {Ot}
piridoksin,NOUN,Noun {Ot}
pirildoq,ADJ,Adjective {Sifat}
pirildoq,NOUN,Noun {Ot}
pirildoq,PRN,Pronoun {Olmosh}
pirildoqlik,NOUN,Noun {Ot}
pirilen,NOUN,Noun {Ot}
pirilla,VERB,Verb {Fe'l}
pirillamoq,ADJ,Adjective {Sifat}
pirillamoq,NOUN,Noun {Ot}
pirillamoq,PRN,Pronoun {Olmosh}
pirillat,VERB,Verb {Fe'l}
pirillatish,NOUN,Noun {Ot}
pirillatmoq,ADJ,Adjective {Sifat}
pirillatmoq,NOUN,Noun {Ot}
pirillatmoq,PRN,Pronoun {Olmosh}
pirilloq,NOUN,Noun {Ot}
pirillov,NOUN,Noun {Ot}
piring,NOUN,Noun {Ot}
pirit,NOUN,Noun {Ot}
pirlik,ADJ,Adjective {Sifat}
pirlik,NOUN,Noun {Ot}
piroelektr,NOUN,Noun {Ot}
pirofillit,NOUN,Noun {Ot}
pirog,NOUN,Noun {Ot}
pirogallol,NOUN,Noun {Ot}
pirogenlar,NOUN,Noun {Ot}
pirojniy,ADJ,Adjective {Sifat}
pirojniy,NOUN,Noun {Ot}
pirokatexin,NOUN,Noun {Ot}
piroklastik,NOUN,Noun {Ot}
piroksen,NOUN,Noun {Ot}
piroksenit,NOUN,Noun {Ot}
piroksenlar,NOUN,Noun {Ot}
piroksilin,NOUN,Noun {Ot}
piroliz,NOUN,Noun {Ot}
pirolyuzit,NOUN,Noun {Ot}
piromaniya,NOUN,Noun {Ot}
pirometallurgiya,NOUN,Noun {Ot}
pirometr,NOUN,Noun {Ot}
pirometriya,NOUN,Noun {Ot}
piromorfit,NOUN,Noun {Ot}
pirop,NOUN,Noun {Ot}
piroplazma,NOUN,Noun {Ot}
piroplazmoz,NOUN,Noun {Ot}
piroq,ADJ,Adjective {Sifat}
piroq,NOUN,Noun {Ot}
piroq,PRN,Pronoun {Olmosh}
pirosomalar,NOUN,Noun {Ot}
piroterapiya,NOUN,Noun {Ot}
pirotexnik,ADJ,Adjective {Sifat}
pirotexnik,NOUN,Noun {Ot}
pirotexnika,NOUN,Noun {Ot}
pirouzum,NOUN,Noun {Ot}
pirovard,NOUN,Noun {Ot}
pirovardida,NOUN,Noun {Ot}
piroxlor,NOUN,Noun {Ot}
pirpira,VERB,Verb {Fe'l}
